orderNumber,orderLineNumber,customerNumber,EmployeeNumber,productCode,status,quantityOrdered,priceEach,sales_amount,origin,complete_order_number,checkNumber,paymentDate,amount
10119,13,382,1401,S24_3151,Shipped,35,72.58,2540.3,spain,10119-13,CC871084,2003-05-12,35826.33
10119,13,382,1401,S24_3151,Shipped,35,72.58,2540.3,spain,10119-13,CT821147,2004-08-01,6419.84
10119,13,382,1401,S24_3151,Shipped,35,72.58,2540.3,spain,10119-13,PH29054,2004-11-27,42813.83
10119,14,382,1401,S700_1138,Shipped,25,57.34,1433.5,spain,10119-14,CC871084,2003-05-12,35826.33
10119,14,382,1401,S700_1138,Shipped,25,57.34,1433.5,spain,10119-14,CT821147,2004-08-01,6419.84
10119,14,382,1401,S700_1138,Shipped,25,57.34,1433.5,spain,10119-14,PH29054,2004-11-27,42813.83
10120,1,114,1611,S24_1578,Shipped,35,110.45,3865.75,spain,10120-1,GG31455,2003-05-20,45864.03
10120,1,114,1611,S24_1578,Shipped,35,110.45,3865.75,spain,10120-1,MA765515,2004-12-15,82261.22
10120,1,114,1611,S24_1578,Shipped,35,110.45,3865.75,spain,10120-1,NP603840,2003-05-31,7565.08
10120,1,114,1611,S24_1578,Shipped,35,110.45,3865.75,spain,10120-1,NR27552,2004-03-10,44894.74
10120,2,114,1611,S10_4698,Shipped,46,158.8,7304.8,spain,10120-2,GG31455,2003-05-20,45864.03
10120,2,114,1611,S10_4698,Shipped,46,158.8,7304.8,spain,10120-2,MA765515,2004-12-15,82261.22
10120,2,114,1611,S10_4698,Shipped,46,158.8,7304.8,spain,10120-2,NP603840,2003-05-31,7565.08
10120,2,114,1611,S10_4698,Shipped,46,158.8,7304.8,spain,10120-2,NR27552,2004-03-10,44894.74
10120,3,114,1611,S10_2016,Shipped,29,118.94,3449.26,spain,10120-3,GG31455,2003-05-20,45864.03
10120,3,114,1611,S10_2016,Shipped,29,118.94,3449.26,spain,10120-3,MA765515,2004-12-15,82261.22
10120,3,114,1611,S10_2016,Shipped,29,118.94,3449.26,spain,10120-3,NP603840,2003-05-31,7565.08
10120,3,114,1611,S10_2016,Shipped,29,118.94,3449.26,spain,10120-3,NR27552,2004-03-10,44894.74
10120,4,114,1611,S18_2625,Shipped,46,57.54,2646.84,spain,10120-4,GG31455,2003-05-20,45864.03
10120,4,114,1611,S18_2625,Shipped,46,57.54,2646.84,spain,10120-4,MA765515,2004-12-15,82261.22
10120,4,114,1611,S18_2625,Shipped,46,57.54,2646.84,spain,10120-4,NP603840,2003-05-31,7565.08
10120,4,114,1611,S18_2625,Shipped,46,57.54,2646.84,spain,10120-4,NR27552,2004-03-10,44894.74
10120,5,114,1611,S24_2000,Shipped,34,72.36,2460.24,spain,10120-5,GG31455,2003-05-20,45864.03
10120,5,114,1611,S24_2000,Shipped,34,72.36,2460.24,spain,10120-5,MA765515,2004-12-15,82261.22
10120,5,114,1611,S24_2000,Shipped,34,72.36,2460.24,spain,10120-5,NP603840,2003-05-31,7565.08
10120,5,114,1611,S24_2000,Shipped,34,72.36,2460.24,spain,10120-5,NR27552,2004-03-10,44894.74
10120,6,114,1611,S32_1374,Shipped,22,94.9,2087.8,spain,10120-6,GG31455,2003-05-20,45864.03
10120,6,114,1611,S32_1374,Shipped,22,94.9,2087.8,spain,10120-6,MA765515,2004-12-15,82261.22
10120,6,114,1611,S32_1374,Shipped,22,94.9,2087.8,spain,10120-6,NP603840,2003-05-31,7565.08
10120,6,114,1611,S32_1374,Shipped,22,94.9,2087.8,spain,10120-6,NR27552,2004-03-10,44894.74
10120,7,114,1611,S700_2834,Shipped,24,106.79,2562.96,spain,10120-7,GG31455,2003-05-20,45864.03
10120,7,114,1611,S700_2834,Shipped,24,106.79,2562.96,spain,10120-7,MA765515,2004-12-15,82261.22
10120,7,114,1611,S700_2834,Shipped,24,106.79,2562.96,spain,10120-7,NP603840,2003-05-31,7565.08
10120,7,114,1611,S700_2834,Shipped,24,106.79,2562.96,spain,10120-7,NR27552,2004-03-10,44894.74
10120,8,114,1611,S18_2581,Shipped,29,82.79,2400.91,spain,10120-8,GG31455,2003-05-20,45864.03
10120,8,114,1611,S18_2581,Shipped,29,82.79,2400.91,spain,10120-8,MA765515,2004-12-15,82261.22
10120,8,114,1611,S18_2581,Shipped,29,82.79,2400.91,spain,10120-8,NP603840,2003-05-31,7565.08
10120,8,114,1611,S18_2581,Shipped,29,82.79,2400.91,spain,10120-8,NR27552,2004-03-10,44894.74
10120,9,114,1611,S24_4278,Shipped,29,71.73,2080.17,spain,10120-9,GG31455,2003-05-20,45864.03
10120,9,114,1611,S24_4278,Shipped,29,71.73,2080.17,spain,10120-9,MA765515,2004-12-15,82261.22
10120,9,114,1611,S24_4278,Shipped,29,71.73,2080.17,spain,10120-9,NP603840,2003-05-31,7565.08
10120,9,114,1611,S24_4278,Shipped,29,71.73,2080.17,spain,10120-9,NR27552,2004-03-10,44894.74
10120,10,114,1611,S24_1785,Shipped,39,93.01,3627.39,spain,10120-10,GG31455,2003-05-20,45864.03
10120,10,114,1611,S24_1785,Shipped,39,93.01,3627.39,spain,10120-10,MA765515,2004-12-15,82261.22
10120,10,114,1611,S24_1785,Shipped,39,93.01,3627.39,spain,10120-10,NP603840,2003-05-31,7565.08
10120,10,114,1611,S24_1785,Shipped,39,93.01,3627.39,spain,10120-10,NR27552,2004-03-10,44894.74
10120,11,114,1611,S32_4289,Shipped,29,68.79,1994.91,spain,10120-11,GG31455,2003-05-20,45864.03
10120,11,114,1611,S32_4289,Shipped,29,68.79,1994.91,spain,10120-11,MA765515,2004-12-15,82261.22
10120,11,114,1611,S32_4289,Shipped,29,68.79,1994.91,spain,10120-11,NP603840,2003-05-31,7565.08
10120,11,114,1611,S32_4289,Shipped,29,68.79,1994.91,spain,10120-11,NR27552,2004-03-10,44894.74
10120,12,114,1611,S50_1341,Shipped,49,41.46,2031.54,spain,10120-12,GG31455,2003-05-20,45864.03
10120,12,114,1611,S50_1341,Shipped,49,41.46,2031.54,spain,10120-12,MA765515,2004-12-15,82261.22
10120,12,114,1611,S50_1341,Shipped,49,41.46,2031.54,spain,10120-12,NP603840,2003-05-31,7565.08
10120,12,114,1611,S50_1341,Shipped,49,41.46,2031.54,spain,10120-12,NR27552,2004-03-10,44894.74
10120,13,114,1611,S700_1691,Shipped,47,91.34,4292.98,spain,10120-13,GG31455,2003-05-20,45864.03
10120,13,114,1611,S700_1691,Shipped,47,91.34,4292.98,spain,10120-13,MA765515,2004-12-15,82261.22
10120,13,114,1611,S700_1691,Shipped,47,91.34,4292.98,spain,10120-13,NP603840,2003-05-31,7565.08
10120,13,114,1611,S700_1691,Shipped,47,91.34,4292.98,spain,10120-13,NR27552,2004-03-10,44894.74
10120,14,114,1611,S700_3167,Shipped,43,72.0,3096.0,spain,10120-14,GG31455,2003-05-20,45864.03
10120,14,114,1611,S700_3167,Shipped,43,72.0,3096.0,spain,10120-14,MA765515,2004-12-15,82261.22
10120,14,114,1611,S700_3167,Shipped,43,72.0,3096.0,spain,10120-14,NP603840,2003-05-31,7565.08
10120,14,114,1611,S700_3167,Shipped,43,72.0,3096.0,spain,10120-14,NR27552,2004-03-10,44894.74
10120,15,114,1611,S700_2466,Shipped,24,81.77,1962.48,spain,10120-15,GG31455,2003-05-20,45864.03
10120,15,114,1611,S700_2466,Shipped,24,81.77,1962.48,spain,10120-15,MA765515,2004-12-15,82261.22
10120,15,114,1611,S700_2466,Shipped,24,81.77,1962.48,spain,10120-15,NP603840,2003-05-31,7565.08
10120,15,114,1611,S700_2466,Shipped,24,81.77,1962.48,spain,10120-15,NR27552,2004-03-10,44894.74
10121,1,353,1337,S50_4713,Shipped,44,72.41,3186.04,spain,10121-1,CO351193,2005-01-10,49705.52
10121,1,353,1337,S50_4713,Shipped,44,72.41,3186.04,spain,10121-1,ED878227,2003-07-21,13920.26
10121,1,353,1337,S50_4713,Shipped,44,72.41,3186.04,spain,10121-1,GT878649,2003-05-21,16700.47
10121,1,353,1337,S50_4713,Shipped,44,72.41,3186.04,spain,10121-1,HJ618252,2005-06-09,46656.94
10121,2,353,1337,S24_2360,Shipped,32,58.18,1861.76,spain,10121-2,CO351193,2005-01-10,49705.52
10121,2,353,1337,S24_2360,Shipped,32,58.18,1861.76,spain,10121-2,ED878227,2003-07-21,13920.26
10121,2,353,1337,S24_2360,Shipped,32,58.18,1861.76,spain,10121-2,GT878649,2003-05-21,16700.47
10121,2,353,1337,S24_2360,Shipped,32,58.18,1861.76,spain,10121-2,HJ618252,2005-06-09,46656.94
10121,3,353,1337,S32_4485,Shipped,25,95.93,2398.25,spain,10121-3,CO351193,2005-01-10,49705.52
10121,3,353,1337,S32_4485,Shipped,25,95.93,2398.25,spain,10121-3,ED878227,2003-07-21,13920.26
10121,3,353,1337,S32_4485,Shipped,25,95.93,2398.25,spain,10121-3,GT878649,2003-05-21,16700.47
10121,3,353,1337,S32_4485,Shipped,25,95.93,2398.25,spain,10121-3,HJ618252,2005-06-09,46656.94
10121,4,353,1337,S12_2823,Shipped,50,126.52,6326.0,spain,10121-4,CO351193,2005-01-10,49705.52
10121,4,353,1337,S12_2823,Shipped,50,126.52,6326.0,spain,10121-4,ED878227,2003-07-21,13920.26
10121,4,353,1337,S12_2823,Shipped,50,126.52,6326.0,spain,10121-4,GT878649,2003-05-21,16700.47
10121,4,353,1337,S12_2823,Shipped,50,126.52,6326.0,spain,10121-4,HJ618252,2005-06-09,46656.94
10121,5,353,1337,S10_1678,Shipped,34,86.13,2928.42,spain,10121-5,CO351193,2005-01-10,49705.52
10121,5,353,1337,S10_1678,Shipped,34,86.13,2928.42,spain,10121-5,ED878227,2003-07-21,13920.26
10121,5,353,1337,S10_1678,Shipped,34,86.13,2928.42,spain,10121-5,GT878649,2003-05-21,16700.47
10121,5,353,1337,S10_1678,Shipped,34,86.13,2928.42,spain,10121-5,HJ618252,2005-06-09,46656.94
10122,1,350,1337,S18_1984,Shipped,31,113.8,3527.8,spain,10122-1,BQ602907,2004-12-11,18888.31
10122,1,350,1337,S18_1984,Shipped,31,113.8,3527.8,spain,10122-1,CI471510,2003-05-25,50824.66
10122,1,350,1337,S18_1984,Shipped,31,113.8,3527.8,spain,10122-1,OB648482,2005-01-29,1834.56
10122,2,350,1337,S18_1129,Shipped,34,114.65,3898.1,spain,10122-2,BQ602907,2004-12-11,18888.31
10122,2,350,1337,S18_1129,Shipped,34,114.65,3898.1,spain,10122-2,CI471510,2003-05-25,50824.66
10122,2,350,1337,S18_1129,Shipped,34,114.65,3898.1,spain,10122-2,OB648482,2005-01-29,1834.56
10122,3,350,1337,S18_3232,Shipped,25,137.17,3429.25,spain,10122-3,BQ602907,2004-12-11,18888.31
10122,3,350,1337,S18_3232,Shipped,25,137.17,3429.25,spain,10122-3,CI471510,2003-05-25,50824.66
10122,3,350,1337,S18_3232,Shipped,25,137.17,3429.25,spain,10122-3,OB648482,2005-01-29,1834.56
10122,4,350,1337,S24_2972,Shipped,39,34.74,1354.86,spain,10122-4,BQ602907,2004-12-11,18888.31
10122,4,350,1337,S24_2972,Shipped,39,34.74,1354.86,spain,10122-4,CI471510,2003-05-25,50824.66
10122,4,350,1337,S24_2972,Shipped,39,34.74,1354.86,spain,10122-4,OB648482,2005-01-29,1834.56
10122,5,350,1337,S24_3856,Shipped,43,136.22,5857.46,spain,10122-5,BQ602907,2004-12-11,18888.31
10122,5,350,1337,S24_3856,Shipped,43,136.22,5857.46,spain,10122-5,CI471510,2003-05-25,50824.66
10122,5,350,1337,S24_3856,Shipped,43,136.22,5857.46,spain,10122-5,OB648482,2005-01-29,1834.56
10122,6,350,1337,S18_1889,Shipped,43,62.37,2681.91,spain,10122-6,BQ602907,2004-12-11,18888.31
10122,6,350,1337,S18_1889,Shipped,43,62.37,2681.91,spain,10122-6,CI471510,2003-05-25,50824.66
10122,6,350,1337,S18_1889,Shipped,43,62.37,2681.91,spain,10122-6,OB648482,2005-01-29,1834.56
10122,7,350,1337,S12_4675,Shipped,20,104.8,2096.0,spain,10122-7,BQ602907,2004-12-11,18888.31
10122,7,350,1337,S12_4675,Shipped,20,104.8,2096.0,spain,10122-7,CI471510,2003-05-25,50824.66
10122,7,350,1337,S12_4675,Shipped,20,104.8,2096.0,spain,10122-7,OB648482,2005-01-29,1834.56
10122,8,350,1337,S12_3380,Shipped,37,113.92,4215.04,spain,10122-8,BQ602907,2004-12-11,18888.31
10122,8,350,1337,S12_3380,Shipped,37,113.92,4215.04,spain,10122-8,CI471510,2003-05-25,50824.66
10122,8,350,1337,S12_3380,Shipped,37,113.92,4215.04,spain,10122-8,OB648482,2005-01-29,1834.56
10122,9,350,1337,S24_3371,Shipped,34,50.82,1727.88,spain,10122-9,BQ602907,2004-12-11,18888.31
10122,9,350,1337,S24_3371,Shipped,34,50.82,1727.88,spain,10122-9,CI471510,2003-05-25,50824.66
10122,9,350,1337,S24_3371,Shipped,34,50.82,1727.88,spain,10122-9,OB648482,2005-01-29,1834.56
10122,10,350,1337,S12_1099,Shipped,42,155.66,6537.72,spain,10122-10,BQ602907,2004-12-11,18888.31
10122,10,350,1337,S12_1099,Shipped,42,155.66,6537.72,spain,10122-10,CI471510,2003-05-25,50824.66
10122,10,350,1337,S12_1099,Shipped,42,155.66,6537.72,spain,10122-10,OB648482,2005-01-29,1834.56
10122,11,350,1337,S12_3990,Shipped,32,65.44,2094.08,spain,10122-11,BQ602907,2004-12-11,18888.31
10122,11,350,1337,S12_3990,Shipped,32,65.44,2094.08,spain,10122-11,CI471510,2003-05-25,50824.66
10122,11,350,1337,S12_3990,Shipped,32,65.44,2094.08,spain,10122-11,OB648482,2005-01-29,1834.56
10122,12,350,1337,S18_3482,Shipped,21,133.76,2808.96,spain,10122-12,BQ602907,2004-12-11,18888.31
10122,12,350,1337,S18_3482,Shipped,21,133.76,2808.96,spain,10122-12,CI471510,2003-05-25,50824.66
10122,12,350,1337,S18_3482,Shipped,21,133.76,2808.96,spain,10122-12,OB648482,2005-01-29,1834.56
10122,13,350,1337,S18_3278,Shipped,21,69.15,1452.15,spain,10122-13,BQ602907,2004-12-11,18888.31
10122,13,350,1337,S18_3278,Shipped,21,69.15,1452.15,spain,10122-13,CI471510,2003-05-25,50824.66
10122,13,350,1337,S18_3278,Shipped,21,69.15,1452.15,spain,10122-13,OB648482,2005-01-29,1834.56
10122,14,350,1337,S24_4620,Shipped,29,67.1,1945.9,spain,10122-14,BQ602907,2004-12-11,18888.31
10122,14,350,1337,S24_4620,Shipped,29,67.1,1945.9,spain,10122-14,CI471510,2003-05-25,50824.66
10122,14,350,1337,S24_4620,Shipped,29,67.1,1945.9,spain,10122-14,OB648482,2005-01-29,1834.56
10122,15,350,1337,S18_4721,Shipped,28,145.82,4082.96,spain,10122-15,BQ602907,2004-12-11,18888.31
10122,15,350,1337,S18_4721,Shipped,28,145.82,4082.96,spain,10122-15,CI471510,2003-05-25,50824.66
10122,15,350,1337,S18_4721,Shipped,28,145.82,4082.96,spain,10122-15,OB648482,2005-01-29,1834.56
10122,16,350,1337,S18_3782,Shipped,35,59.06,2067.1,spain,10122-16,BQ602907,2004-12-11,18888.31
10122,16,350,1337,S18_3782,Shipped,35,59.06,2067.1,spain,10122-16,CI471510,2003-05-25,50824.66
10122,16,350,1337,S18_3782,Shipped,35,59.06,2067.1,spain,10122-16,OB648482,2005-01-29,1834.56
10122,17,350,1337,S32_2206,Shipped,31,33.79,1047.49,spain,10122-17,BQ602907,2004-12-11,18888.31
10122,17,350,1337,S32_2206,Shipped,31,33.79,1047.49,spain,10122-17,CI471510,2003-05-25,50824.66
10122,17,350,1337,S32_2206,Shipped,31,33.79,1047.49,spain,10122-17,OB648482,2005-01-29,1834.56
10123,1,103,1370,S24_1628,Shipped,50,43.27,2163.5,spain,10123-1,HQ336336,2004-10-19,6066.78
10123,1,103,1370,S24_1628,Shipped,50,43.27,2163.5,spain,10123-1,JM555205,2003-06-05,14571.44
10123,1,103,1370,S24_1628,Shipped,50,43.27,2163.5,spain,10123-1,OM314933,2004-12-18,1676.14
10123,2,103,1370,S18_1589,Shipped,26,120.71,3138.46,spain,10123-2,HQ336336,2004-10-19,6066.78
10123,2,103,1370,S18_1589,Shipped,26,120.71,3138.46,spain,10123-2,JM555205,2003-06-05,14571.44
10123,2,103,1370,S18_1589,Shipped,26,120.71,3138.46,spain,10123-2,OM314933,2004-12-18,1676.14
10123,3,103,1370,S18_2870,Shipped,46,114.84,5282.64,spain,10123-3,HQ336336,2004-10-19,6066.78
10123,3,103,1370,S18_2870,Shipped,46,114.84,5282.64,spain,10123-3,JM555205,2003-06-05,14571.44
10123,3,103,1370,S18_2870,Shipped,46,114.84,5282.64,spain,10123-3,OM314933,2004-12-18,1676.14
10123,4,103,1370,S18_3685,Shipped,34,117.26,3986.84,spain,10123-4,HQ336336,2004-10-19,6066.78
10123,4,103,1370,S18_3685,Shipped,34,117.26,3986.84,spain,10123-4,JM555205,2003-06-05,14571.44
10123,4,103,1370,S18_3685,Shipped,34,117.26,3986.84,spain,10123-4,OM314933,2004-12-18,1676.14
10124,1,112,1166,S24_2022,Shipped,22,36.29,798.38,spain,10124-1,BO864823,2004-12-17,14191.12
10124,1,112,1166,S24_2022,Shipped,22,36.29,798.38,spain,10124-1,HQ55022,2003-06-06,32641.98
10124,1,112,1166,S24_2022,Shipped,22,36.29,798.38,spain,10124-1,ND748579,2004-08-20,33347.88
10124,2,112,1166,S24_1937,Shipped,45,30.53,1373.85,spain,10124-2,BO864823,2004-12-17,14191.12
10124,2,112,1166,S24_1937,Shipped,45,30.53,1373.85,spain,10124-2,HQ55022,2003-06-06,32641.98
10124,2,112,1166,S24_1937,Shipped,45,30.53,1373.85,spain,10124-2,ND748579,2004-08-20,33347.88
10124,3,112,1166,S18_2325,Shipped,42,111.87,4698.54,spain,10124-3,BO864823,2004-12-17,14191.12
10124,3,112,1166,S18_2325,Shipped,42,111.87,4698.54,spain,10124-3,HQ55022,2003-06-06,32641.98
10124,3,112,1166,S18_2325,Shipped,42,111.87,4698.54,spain,10124-3,ND748579,2004-08-20,33347.88
10124,4,112,1166,S24_3969,Shipped,46,36.11,1661.06,spain,10124-4,BO864823,2004-12-17,14191.12
10124,4,112,1166,S24_3969,Shipped,46,36.11,1661.06,spain,10124-4,HQ55022,2003-06-06,32641.98
10124,4,112,1166,S24_3969,Shipped,46,36.11,1661.06,spain,10124-4,ND748579,2004-08-20,33347.88
10124,5,112,1166,S18_2248,Shipped,42,58.12,2441.04,spain,10124-5,BO864823,2004-12-17,14191.12
10124,5,112,1166,S18_2248,Shipped,42,58.12,2441.04,spain,10124-5,HQ55022,2003-06-06,32641.98
10124,5,112,1166,S18_2248,Shipped,42,58.12,2441.04,spain,10124-5,ND748579,2004-08-20,33347.88
10124,6,112,1166,S18_1749,Shipped,21,153.0,3213.0,spain,10124-6,BO864823,2004-12-17,14191.12
10124,6,112,1166,S18_1749,Shipped,21,153.0,3213.0,spain,10124-6,HQ55022,2003-06-06,32641.98
10124,6,112,1166,S18_1749,Shipped,21,153.0,3213.0,spain,10124-6,ND748579,2004-08-20,33347.88
10124,7,112,1166,S18_4409,Shipped,36,75.46,2716.56,spain,10124-7,BO864823,2004-12-17,14191.12
10124,7,112,1166,S18_4409,Shipped,36,75.46,2716.56,spain,10124-7,HQ55022,2003-06-06,32641.98
10124,7,112,1166,S18_4409,Shipped,36,75.46,2716.56,spain,10124-7,ND748579,2004-08-20,33347.88
10124,8,112,1166,S18_4933,Shipped,23,66.28,1524.44,spain,10124-8,BO864823,2004-12-17,14191.12
10124,8,112,1166,S18_4933,Shipped,23,66.28,1524.44,spain,10124-8,HQ55022,2003-06-06,32641.98
10124,8,112,1166,S18_4933,Shipped,23,66.28,1524.44,spain,10124-8,ND748579,2004-08-20,33347.88
10124,9,112,1166,S24_2887,Shipped,25,93.95,2348.75,spain,10124-9,BO864823,2004-12-17,14191.12
10124,9,112,1166,S24_2887,Shipped,25,93.95,2348.75,spain,10124-9,HQ55022,2003-06-06,32641.98
10124,9,112,1166,S24_2887,Shipped,25,93.95,2348.75,spain,10124-9,ND748579,2004-08-20,33347.88
10124,10,112,1166,S24_2766,Shipped,32,74.51,2384.32,spain,10124-10,BO864823,2004-12-17,14191.12
10124,10,112,1166,S24_2766,Shipped,32,74.51,2384.32,spain,10124-10,HQ55022,2003-06-06,32641.98
10124,10,112,1166,S24_2766,Shipped,32,74.51,2384.32,spain,10124-10,ND748579,2004-08-20,33347.88
10124,11,112,1166,S24_3191,Shipped,49,76.19,3733.31,spain,10124-11,BO864823,2004-12-17,14191.12
10124,11,112,1166,S24_3191,Shipped,49,76.19,3733.31,spain,10124-11,HQ55022,2003-06-06,32641.98
10124,11,112,1166,S24_3191,Shipped,49,76.19,3733.31,spain,10124-11,ND748579,2004-08-20,33347.88
10124,12,112,1166,S24_1046,Shipped,22,62.47,1374.34,spain,10124-12,BO864823,2004-12-17,14191.12
10124,12,112,1166,S24_1046,Shipped,22,62.47,1374.34,spain,10124-12,HQ55022,2003-06-06,32641.98
10124,12,112,1166,S24_1046,Shipped,22,62.47,1374.34,spain,10124-12,ND748579,2004-08-20,33347.88
10124,13,112,1166,S24_3432,Shipped,43,101.73,4374.39,spain,10124-13,BO864823,2004-12-17,14191.12
10124,13,112,1166,S24_3432,Shipped,43,101.73,4374.39,spain,10124-13,HQ55022,2003-06-06,32641.98
10124,13,112,1166,S24_3432,Shipped,43,101.73,4374.39,spain,10124-13,ND748579,2004-08-20,33347.88
10125,1,114,1611,S18_1342,Shipped,32,89.38,2860.16,spain,10125-1,GG31455,2003-05-20,45864.03
10125,1,114,1611,S18_1342,Shipped,32,89.38,2860.16,spain,10125-1,MA765515,2004-12-15,82261.22
10125,1,114,1611,S18_1342,Shipped,32,89.38,2860.16,spain,10125-1,NP603840,2003-05-31,7565.08
10125,1,114,1611,S18_1342,Shipped,32,89.38,2860.16,spain,10125-1,NR27552,2004-03-10,44894.74
10125,2,114,1611,S18_2795,Shipped,34,138.38,4704.92,spain,10125-2,GG31455,2003-05-20,45864.03
10125,2,114,1611,S18_2795,Shipped,34,138.38,4704.92,spain,10125-2,MA765515,2004-12-15,82261.22
10125,2,114,1611,S18_2795,Shipped,34,138.38,4704.92,spain,10125-2,NP603840,2003-05-31,7565.08
10125,2,114,1611,S18_2795,Shipped,34,138.38,4704.92,spain,10125-2,NR27552,2004-03-10,44894.74
10126,1,458,1702,S24_2300,Shipped,27,122.68,3312.36,spain,10126-1,DD995006,2004-11-15,33145.56
10126,1,458,1702,S24_2300,Shipped,27,122.68,3312.36,spain,10126-1,NA377824,2004-02-06,22162.61
10126,1,458,1702,S24_2300,Shipped,27,122.68,3312.36,spain,10126-1,OO606861,2003-06-13,57131.92
10126,2,458,1702,S18_2432,Shipped,43,51.05,2195.15,spain,10126-2,DD995006,2004-11-15,33145.56
10126,2,458,1702,S18_2432,Shipped,43,51.05,2195.15,spain,10126-2,NA377824,2004-02-06,22162.61
10126,2,458,1702,S18_2432,Shipped,43,51.05,2195.15,spain,10126-2,OO606861,2003-06-13,57131.92
10126,3,458,1702,S32_1268,Shipped,43,82.83,3561.69,spain,10126-3,DD995006,2004-11-15,33145.56
10126,3,458,1702,S32_1268,Shipped,43,82.83,3561.69,spain,10126-3,NA377824,2004-02-06,22162.61
10126,3,458,1702,S32_1268,Shipped,43,82.83,3561.69,spain,10126-3,OO606861,2003-06-13,57131.92
10126,4,458,1702,S10_4962,Shipped,22,122.62,2697.64,spain,10126-4,DD995006,2004-11-15,33145.56
10126,4,458,1702,S10_4962,Shipped,22,122.62,2697.64,spain,10126-4,NA377824,2004-02-06,22162.61
10126,4,458,1702,S10_4962,Shipped,22,122.62,2697.64,spain,10126-4,OO606861,2003-06-13,57131.92
10126,5,458,1702,S18_4600,Shipped,50,102.92,5146.0,spain,10126-5,DD995006,2004-11-15,33145.56
10126,5,458,1702,S18_4600,Shipped,50,102.92,5146.0,spain,10126-5,NA377824,2004-02-06,22162.61
10126,5,458,1702,S18_4600,Shipped,50,102.92,5146.0,spain,10126-5,OO606861,2003-06-13,57131.92
10126,6,458,1702,S700_2824,Shipped,45,97.1,4369.5,spain,10126-6,DD995006,2004-11-15,33145.56
10126,6,458,1702,S700_2824,Shipped,45,97.1,4369.5,spain,10126-6,NA377824,2004-02-06,22162.61
10126,6,458,1702,S700_2824,Shipped,45,97.1,4369.5,spain,10126-6,OO606861,2003-06-13,57131.92
10126,7,458,1702,S32_3522,Shipped,26,62.05,1613.3,spain,10126-7,DD995006,2004-11-15,33145.56
10126,7,458,1702,S32_3522,Shipped,26,62.05,1613.3,spain,10126-7,NA377824,2004-02-06,22162.61
10126,7,458,1702,S32_3522,Shipped,26,62.05,1613.3,spain,10126-7,OO606861,2003-06-13,57131.92
10126,8,458,1702,S12_1666,Shipped,21,135.3,2841.3,spain,10126-8,DD995006,2004-11-15,33145.56
10126,8,458,1702,S12_1666,Shipped,21,135.3,2841.3,spain,10126-8,NA377824,2004-02-06,22162.61
10126,8,458,1702,S12_1666,Shipped,21,135.3,2841.3,spain,10126-8,OO606861,2003-06-13,57131.92
10126,9,458,1702,S18_4668,Shipped,43,47.29,2033.47,spain,10126-9,DD995006,2004-11-15,33145.56
10126,9,458,1702,S18_4668,Shipped,43,47.29,2033.47,spain,10126-9,NA377824,2004-02-06,22162.61
10126,9,458,1702,S18_4668,Shipped,43,47.29,2033.47,spain,10126-9,OO606861,2003-06-13,57131.92
10126,10,458,1702,S18_1097,Shipped,38,116.67,4433.46,spain,10126-10,DD995006,2004-11-15,33145.56
10126,10,458,1702,S18_1097,Shipped,38,116.67,4433.46,spain,10126-10,NA377824,2004-02-06,22162.61
10126,10,458,1702,S18_1097,Shipped,38,116.67,4433.46,spain,10126-10,OO606861,2003-06-13,57131.92
10126,11,458,1702,S10_1949,Shipped,38,205.73,7817.74,spain,10126-11,DD995006,2004-11-15,33145.56
10126,11,458,1702,S10_1949,Shipped,38,205.73,7817.74,spain,10126-11,NA377824,2004-02-06,22162.61
10126,11,458,1702,S10_1949,Shipped,38,205.73,7817.74,spain,10126-11,OO606861,2003-06-13,57131.92
10126,12,458,1702,S18_2949,Shipped,31,93.21,2889.51,spain,10126-12,DD995006,2004-11-15,33145.56
10126,12,458,1702,S18_2949,Shipped,31,93.21,2889.51,spain,10126-12,NA377824,2004-02-06,22162.61
10126,12,458,1702,S18_2949,Shipped,31,93.21,2889.51,spain,10126-12,OO606861,2003-06-13,57131.92
10126,13,458,1702,S18_3136,Shipped,30,93.2,2796.0,spain,10126-13,DD995006,2004-11-15,33145.56
10126,13,458,1702,S18_3136,Shipped,30,93.2,2796.0,spain,10126-13,NA377824,2004-02-06,22162.61
10126,13,458,1702,S18_3136,Shipped,30,93.2,2796.0,spain,10126-13,OO606861,2003-06-13,57131.92
10126,14,458,1702,S18_2957,Shipped,46,61.84,2844.64,spain,10126-14,DD995006,2004-11-15,33145.56
10126,14,458,1702,S18_2957,Shipped,46,61.84,2844.64,spain,10126-14,NA377824,2004-02-06,22162.61
10126,14,458,1702,S18_2957,Shipped,46,61.84,2844.64,spain,10126-14,OO606861,2003-06-13,57131.92
10126,15,458,1702,S24_4258,Shipped,34,83.76,2847.84,spain,10126-15,DD995006,2004-11-15,33145.56
10126,15,458,1702,S24_4258,Shipped,34,83.76,2847.84,spain,10126-15,NA377824,2004-02-06,22162.61
10126,15,458,1702,S24_4258,Shipped,34,83.76,2847.84,spain,10126-15,OO606861,2003-06-13,57131.92
10126,16,458,1702,S18_3320,Shipped,38,94.25,3581.5,spain,10126-16,DD995006,2004-11-15,33145.56
10126,16,458,1702,S18_3320,Shipped,38,94.25,3581.5,spain,10126-16,NA377824,2004-02-06,22162.61
